"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3522600,152,"Friends, family and colleagues",NA,"Very Useful10"
3503288,104,"www.tripadvisor.com",NA,"8"
3503302,149,"www.lonleyplanet.com",NA,"8"
3503302,149,"Airline websites",NA,"8"
3522601,109,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3503302,150,"100% Pure New Zealand www.newzealand.com",NA,"7"
3503302,150,"100% Pure New Zealand www.newzealand.com",NA,"9"
3522601,112,"Another source",NA,"Another source"
3503302,148,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3522601,111,"Travel guides/books about New Zealand",NA,"Very Useful10"
3522601,111,"Travel guides/books about New Zealand",NA,"Very Useful10"
3503304,116,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3522601,110,"www.tripadvisor.com",NA,"Very Useful10"
3503304,117,"Travel guides/books about New Zealand",NA,"7"
3522601,110,"www.lonleyplanet.com",NA,"Very Useful10"
3503304,117,"Travel guides/books about New Zealand",NA,"7"
3503311,123,"www.tripadvisor.com",NA,"7"
3522618,117,"www.tripadvisor.com",NA,"6"
3503311,122,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3503313,96,"Expedia",NA,"2"
3522618,119,"Another source",NA,"Another source"
3503313,95,"Airline websites","Airline websites","6"
3522618,117,"Google+",NA,"6"
3503320,127,"Airline websites",NA,"3"
3522633,134,"Google+",NA,"8"
3503320,129,"www.lonleyplanet.com",NA,"9"
3522633,134,"Google+",NA,"9"
3503320,127,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","3"
3522633,131,"Friends, family and colleagues",NA,"5"
3503320,127,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3503320,130,"Online travel blogs",NA,"6"
3503320,130,"Online travel blogs",NA,"4"
3522633,133,"Pinterest",NA,"7"
3503320,128,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","8"
3503320,128,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","9"
3522633,132,"www.tripadvisor.com",NA,"8"
3522633,132,"www.tripadvisor.com",NA,"Not Sure"
3522633,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3522633,135,"Online travel blogs",NA,"Very Useful10"
3503329,91,"None of these","None of these","None of these"
3522634,100,"Airline websites","Airline websites","Very Useful10"
3503343,127,"Online travel blogs",NA,"5"
3522652,107,"Webjet","Webjet","Very Useful10"
3503343,125,"Facebook",NA,"8"
3503343,124,"www.tripadvisor.com","www.tripadvisor.com","7"
3503343,124,"www.tripadvisor.com","www.tripadvisor.com","8"
3503343,126,"Google+",NA,"5"
3503343,126,"Google+",NA,"7"
3522667,145,"Pinterest",NA,"8"
3503343,124,"Friends, family and colleagues",NA,"7"
3522667,145,"Pinterest",NA,"7"
3503343,127,"Other publications e.g. magazines",NA,"5"
3503345,90,"By visiting an airline outlet","By visiting an airline outlet","7"
3522667,141,"Friends, family and colleagues",NA,"6"
3522667,143,"100% Pure New Zealand www.newzealand.com",NA,"9"
3522667,143,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503368,106,"www.tripadvisor.com",NA,"9"
3522667,146,"Essential New Zealand mobile app",NA,"8"
3503368,108,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3503368,107,"Websites of individual i-SITE centres",NA,"8"
3522667,144,"www.i-SITE.org.nz",NA,"9"
3503368,107,"Websites of individual i-SITE centres",NA,"8"
3522667,144,"Websites of individual i-SITE centres",NA,"9"
3522667,141,"Airline websites","Airline websites","9"
3522667,141,"Airline websites","Airline websites","6"
3503379,100,"Friends, family and colleagues",NA,"8"
3522667,147,"Online travel blogs",NA,"9"
3522667,147,"Online travel blogs",NA,"7"
3503379,100,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3503379,100,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3522667,148,"Travel guides/books about New Zealand",NA,"8"
3522667,146,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3522667,142,"www.lonleyplanet.com",NA,"9"
3503388,143,"Google+",NA,"8"
3503388,143,"Google+",NA,"7"
3503388,144,"Travel guides/books about New Zealand",NA,"9"
3522668,114,"www.lonleyplanet.com",NA,"Very Useful10"
3503388,142,"www.tripadvisor.com",NA,"5"
3522668,114,"www.lonleyplanet.com",NA,"Very Useful10"
3522668,113,"www.tripadvisor.com",NA,"Very Useful10"
3522668,117,"Online travel blogs",NA,"Very Useful10"
3503395,90,"None of these","None of these","None of these"
3522668,115,"Essential New Zealand mobile app",NA,"Very Useful10"
3503404,104,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","7"
3522668,115,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3522668,113,"Friends, family and colleagues",NA,"Very Useful10"
3503411,137,"Travel guides/books about New Zealand",NA,"9"
3503411,137,"Google+",NA,"9"
3503411,136,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503411,136,"100% Pure New Zealand www.newzealand.com",NA,"9"
3522670,88,"Airline websites","Airline websites","7"
3503411,135,"Friends, family and colleagues",NA,"9"
3503418,120,"Google+",NA,"Very Useful10"
3522670,89,"By visiting an airline outlet","By visiting an airline outlet","6"
3503418,121,"Travel guides/books about New Zealand",NA,"Very Useful10"
3503418,121,"Travel guides/books about New Zealand",NA,"8"
3522670,90,"Travel guides/books about New Zealand",NA,"5"
3503418,118,"Airline websites","Airline websites","Very Useful10"
3522670,90,"www.tripadvisor.com",NA,"5"
3503418,119,"www.tripadvisor.com",NA,"Very Useful10"
3503418,119,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3503418,119,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3522685,125,"www.tripadvisor.com",NA,"7"
3522685,126,"www.lonleyplanet.com",NA,"8"
3522685,126,"www.lonleyplanet.com",NA,"8"
3522685,127,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3503420,116,"Travel guides/books about New Zealand",NA,"Very Useful10"
3522685,128,"Travel guides/books about New Zealand",NA,"8"
3522685,128,"Travel guides/books about New Zealand",NA,"8"
3503420,115,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3522686,153,"Travel guides/books about New Zealand",NA,"7"
3503420,116,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3522686,151,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3522686,149,"www.lonleyplanet.com",NA,"8"
3522686,148,"www.tripadvisor.com","www.tripadvisor.com","8"
3522686,148,"www.tripadvisor.com","www.tripadvisor.com","6"
3503452,133,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3522686,147,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","6"
3503452,133,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3503452,134,"Google+",NA,"8"
3522686,147,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","9"
3503452,133,"Travel agents in your home country via the internet",NA,"7"
3503452,135,"Other publications e.g. magazines",NA,"7"
3522686,147,"Friends, family and colleagues",NA,"9"
3503452,135,"Other publications e.g. magazines",NA,"7"
3522686,150,"100% Pure New Zealand www.newzealand.com",NA,"6"
3522686,150,"100% Pure New Zealand www.newzealand.com",NA,"9"
3522686,151,"Essential New Zealand mobile app",NA,"8"
3503461,145,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3522686,152,"Expedia",NA,"4"
3522686,152,"Expedia",NA,"6"
3503468,142,"Google+",NA,"8"
3503468,142,"Google+",NA,"8"
3503468,137,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3503468,137,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3503468,140,"Websites of individual i-SITE centres",NA,"7"
3503468,140,"Websites of individual i-SITE centres",NA,"8"
3503468,139,"100% Pure New Zealand www.newzealand.com",NA,"9"
3522687,164,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","Very Useful10"
3522687,162,"Friends, family and colleagues",NA,"Very Useful10"
3503468,137,"Friends, family and colleagues",NA,"9"
3522687,165,"Instagram",NA,"6"
3503468,141,"Pinterest",NA,"8"
3522687,163,"www.tripadvisor.com",NA,"Very Useful10"
3522687,163,"www.tripadvisor.com",NA,"8"
3503468,143,"Essential New Zealand mobile app",NA,"6"
3522687,166,"Online travel blogs",NA,"Very Useful10"
3503468,141,"Instagram",NA,"8"
3522687,166,"Online travel blogs",NA,"8"
3503468,143,"Travel guides/books about New Zealand",NA,"6"
3522687,167,"Another social networking website",NA,"7"
3503468,138,"www.tripadvisor.com","www.tripadvisor.com","9"
3503468,138,"www.tripadvisor.com","www.tripadvisor.com","9"
3522687,165,"Facebook",NA,"6"
3522700,148,"Online travel blogs",NA,"7"
3503470,140,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3522700,148,"Online travel blogs",NA,"6"
3503470,138,"Airline websites","Airline websites","7"
3522700,145,"Travel agents in your home country over the phone",NA,"7"
3503470,139,"www.lonleyplanet.com","www.lonleyplanet.com","Very Useful10"
3522700,147,"An i-SITE consultant or staff member by email or phone",NA,"7"
3522700,147,"Instagram",NA,"7"
3503470,141,"Other publications e.g. magazines",NA,"8"
3503470,141,"Other publications e.g. magazines",NA,"Very Useful10"
3503470,142,"Another source","Another source","Another source"
3522700,145,"Friends, family and colleagues",NA,"7"
3503479,136,"Another source","Another source","Another source"
3503479,134,"Google+",NA,"Very Useful10"
3522703,136,"Airline websites","Airline websites","7"
3503479,132,"www.i-SITE.org.nz",NA,"8"
3503479,132,"www.i-SITE.org.nz",NA,"8"
3522703,137,"Travel guides/books about New Zealand",NA,"7"
3503479,130,"Friends, family and colleagues",NA,"7"
3522718,96,"By visiting an airline outlet","By visiting an airline outlet","Very Useful10"
3522720,129,"Instagram",NA,"8"
3522720,129,"Essential New Zealand mobile app","Essential New Zealand mobile app","Very Useful10"
3522720,129,"Essential New Zealand mobile app","Essential New Zealand mobile app","8"
3522736,123,"100% Pure New Zealand www.newzealand.com",NA,"7"
3522736,122,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3522736,123,"Airline websites",NA,"7"
3503479,130,"Airline websites","Airline websites","7"
3503479,130,"Airline websites","Airline websites","6"
3522737,132,"Travel guides/books about New Zealand",NA,"9"
3522737,132,"100% Pure New Zealand www.newzealand.com",NA,"9"
3503479,135,"Travel guides/books about New Zealand",NA,"Very Useful10"
3503479,135,"Travel guides/books about New Zealand",NA,"9"
3522737,133,"Another source","Another source","Another source"
3522737,133,"Another source","Another source","6"
3503479,133,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3503479,134,"Online travel blogs",NA,"Very Useful10"
3522751,88,"None of these",NA,"None of these"
3503479,131,"www.tripadvisor.com",NA,"6"
3522753,106,"Another source","Another source","Another source"
3522753,105,"Expedia","Expedia","Very Useful10"
3503486,114,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3503486,114,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3522767,93,"Google+",NA,"9"
3522768,104,"None of these","None of these","None of these"
3522769,114,"Online travel blogs",NA,"9"
3522769,114,"Online travel blogs",NA,"9"
3503497,112,"Friends, family and colleagues",NA,"7"
3522769,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"4"
3503497,113,"100% Pure New Zealand www.newzealand.com",NA,"9"
