"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3186572,136,"None of these","Planning trip to NZ"
3187037,140,"Weibu","After trip to NZ"
3186133,129,"None of these","During trip to NZ"
3186133,130,"None of these","After trip to NZ"
3187041,121,"None of these","During trip to NZ"
3187041,123,"Weibu","After trip to NZ"
3186556,113,"None of these","After trip to NZ"
3186145,147,"None of these","During trip to NZ"
3187037,137,"Kaixin or RenRen","Planning trip to NZ"
3186572,138,"Facebook","After trip to NZ"
3186742,127,"None of these","During trip to NZ"
3187049,133,"Twitter","During trip to NZ"
3186742,128,"None of these","After trip to NZ"
3187049,134,"Weibu","During trip to NZ"
3186153,135,"Twitter","During trip to NZ"
3186153,136,"Facebook","After trip to NZ"
3187053,136,"None of these","Planning trip to NZ"
3186157,122,"Facebook","Planning trip to NZ"
3186153,133,"None of these","Planning trip to NZ"
3186133,128,"None of these","Planning trip to NZ"
3187041,120,"None of these","Planning trip to NZ"
3187049,132,"Weibu","Planning trip to NZ"
3186145,148,"Facebook","After trip to NZ"
3186572,137,"Facebook","During trip to NZ"
3186153,134,"Facebook","During trip to NZ"
3187049,135,"Weibu","After trip to NZ"
3187061,123,"None of these","Planning trip to NZ"
3186576,106,"Facebook","Planning trip to NZ"
3187073,141,"None of these","Planning trip to NZ"
3186750,127,"None of these","Planning trip to NZ"
3186169,128,"None of these","Planning trip to NZ"
3186157,124,"None of these","After trip to NZ"
3187053,138,"None of these","After trip to NZ"
3186157,123,"None of these","During trip to NZ"
3187061,124,"None of these","During trip to NZ"
3187053,137,"None of these","During trip to NZ"
3187065,128,"Weibu","Planning trip to NZ"
3187061,125,"None of these","After trip to NZ"
3187065,130,"Weibu","After trip to NZ"
3186576,108,"Facebook","After trip to NZ"
3186173,130,"Facebook","Planning trip to NZ"
3186588,109,"None of these","Planning trip to NZ"
3186576,107,"Facebook","During trip to NZ"
3186169,129,"Facebook","During trip to NZ"
3187073,142,"Weibu","During trip to NZ"
3186762,111,"None of these","Planning trip to NZ"
3186750,128,"None of these","During trip to NZ"
3186169,130,"Facebook","After trip to NZ"
3186750,129,"None of these","After trip to NZ"
3186173,132,"None of these","After trip to NZ"
3187077,119,"Weibu","After trip to NZ"
3186181,121,"Weibu","During trip to NZ"
3187093,135,"None of these","During trip to NZ"
3186185,136,"None of these","During trip to NZ"
3186173,131,"None of these","During trip to NZ"
3187065,129,"None of these","During trip to NZ"
3186762,112,"None of these","During trip to NZ"
3186588,110,"Facebook","During trip to NZ"
3186770,104,"None of these","During trip to NZ"
3187077,118,"None of these","During trip to NZ"
3187089,144,"Weibu","During trip to NZ"
3187093,137,"Weibu","After trip to NZ"
3187089,145,"Weibu","After trip to NZ"
3187073,143,"None of these","After trip to NZ"
3186762,113,"None of these","After trip to NZ"
3186588,111,"Facebook","After trip to NZ"
3186181,122,"None of these","After trip to NZ"
3187093,136,"Kaixin or RenRen","After trip to NZ"
3186770,105,"None of these","After trip to NZ"
3186185,137,"Facebook","After trip to NZ"
3187077,117,"None of these","Planning trip to NZ"
3186770,103,"None of these","Planning trip to NZ"
3186181,120,"None of these","Planning trip to NZ"
3187089,143,"Weibu","Planning trip to NZ"
3186189,127,"None of these","Planning trip to NZ"
3186778,149,"Facebook","Planning trip to NZ"
3187089,142,"Kaixin or RenRen","Planning trip to NZ"
3187105,132,"None of these","Planning trip to NZ"
3186778,150,"Twitter","Planning trip to NZ"
3186596,112,"None of these","Planning trip to NZ"
3187093,134,"None of these","Planning trip to NZ"
3186185,135,"Facebook","Planning trip to NZ"
3187117,119,"None of these","Planning trip to NZ"
3186604,104,"None of these","Planning trip to NZ"
3186193,120,"None of these","Planning trip to NZ"
3187105,133,"None of these","During trip to NZ"
3187117,121,"Mixi","After trip to NZ"
3186189,129,"Facebook","After trip to NZ"
3186778,151,"Facebook","During trip to NZ"
3186596,114,"None of these","After trip to NZ"
3186193,122,"Facebook","After trip to NZ"
3187125,131,"None of these","After trip to NZ"
3187117,120,"Facebook","During trip to NZ"
3186778,154,"Twitter","After trip to NZ"
3186189,128,"None of these","During trip to NZ"
3186193,121,"None of these","During trip to NZ"
3186778,153,"Facebook","After trip to NZ"
3186197,129,"None of these","During trip to NZ"
3186818,127,"Facebook","During trip to NZ"
3186823,131,"None of these","During trip to NZ"
3186621,163,"None of these","After trip to NZ"
3187129,151,"None of these","During trip to NZ"
3186806,102,"None of these","During trip to NZ"
3186596,113,"None of these","During trip to NZ"
3186621,162,"None of these","During trip to NZ"
3187105,134,"Twitter","After trip to NZ"
3186604,106,"None of these","After trip to NZ"
3186197,130,"None of these","After trip to NZ"
3186806,103,"None of these","After trip to NZ"
3186823,132,"None of these","After trip to NZ"
3187125,130,"Facebook","During trip to NZ"
3186778,152,"Twitter","During trip to NZ"
3186604,105,"None of these","During trip to NZ"
3187129,152,"None of these","After trip to NZ"
3186818,128,"Facebook","After trip to NZ"
3187129,150,"None of these","Planning trip to NZ"
3186818,126,"None of these","Planning trip to NZ"
3186621,161,"None of these","Planning trip to NZ"
3186840,125,"Facebook","Planning trip to NZ"
3187125,129,"Twitter","Planning trip to NZ"
3186201,130,"None of these","Planning trip to NZ"
3186213,102,"None of these","Planning trip to NZ"
3186844,108,"None of these","Planning trip to NZ"
3186197,128,"Weibu","Planning trip to NZ"
3186806,101,"None of these","Planning trip to NZ"
3186823,130,"None of these","Planning trip to NZ"
3187133,125,"None of these","Planning trip to NZ"
3186641,101,"Facebook","Planning trip to NZ"
3186221,124,"Facebook","Planning trip to NZ"
3186201,131,"None of these","During trip to NZ"
3186213,103,"Facebook","During trip to NZ"
3186840,127,"Facebook","After trip to NZ"
3187133,126,"None of these","During trip to NZ"
3186201,132,"None of these","After trip to NZ"
3186840,126,"Facebook","During trip to NZ"
3186213,104,"None of these","After trip to NZ"
3186641,102,"Facebook","During trip to NZ"
3186844,109,"Facebook","During trip to NZ"
3187133,127,"Facebook","After trip to NZ"
3186221,125,"Facebook","During trip to NZ"
3186844,110,"Facebook","After trip to NZ"
3186852,126,"None of these","Planning trip to NZ"
3187137,131,"None of these","Planning trip to NZ"
3186229,101,"None of these","Planning trip to NZ"
3186848,116,"None of these","Planning trip to NZ"
3186225,97,"Facebook","Planning trip to NZ"
3186653,112,"Facebook","Planning trip to NZ"
3186221,126,"Facebook","After trip to NZ"
3187139,123,"None of these","Planning trip to NZ"
3187137,133,"Facebook","After trip to NZ"
3186641,103,"Facebook","After trip to NZ"
3186848,117,"Facebook","During trip to NZ"
3186225,99,"Facebook","After trip to NZ"
3187137,132,"None of these","During trip to NZ"
3186225,98,"Facebook","During trip to NZ"
3186848,118,"Facebook","After trip to NZ"
3187142,129,"Facebook","Planning trip to NZ"
3186229,102,"Facebook","During trip to NZ"
3186856,110,"None of these","Planning trip to NZ"
3187149,126,"None of these","Planning trip to NZ"
3187139,125,"Facebook","After trip to NZ"
3187139,126,"Mixi","After trip to NZ"
3186653,113,"Facebook","During trip to NZ"
3187142,131,"Mixi","After trip to NZ"
3186856,112,"None of these","After trip to NZ"
3186864,133,"Facebook","During trip to NZ"
3187137,134,"Mixi","After trip to NZ"
3187139,124,"None of these","During trip to NZ"
3186852,128,"None of these","After trip to NZ"
3187142,130,"None of these","During trip to NZ"
3186856,111,"None of these","During trip to NZ"
3186653,114,"Facebook","After trip to NZ"
3187149,128,"Facebook","After trip to NZ"
3186229,103,"None of these","After trip to NZ"
3186868,132,"None of these","During trip to NZ"
3187149,127,"None of these","During trip to NZ"
3186868,133,"None of these","After trip to NZ"
3186233,123,"Twitter","During trip to NZ"
3186233,124,"Facebook","After trip to NZ"
3186900,138,"None of these","During trip to NZ"
3186900,139,"None of these","After trip to NZ"
3186241,107,"Facebook","After trip to NZ"
3186241,106,"Twitter","During trip to NZ"
3187157,103,"Facebook","After trip to NZ"
3186908,135,"None of these","After trip to NZ"
3186908,134,"Facebook","During trip to NZ"
3186661,167,"Facebook","During trip to NZ"
3186233,121,"None of these","Planning trip to NZ"
3186661,166,"Facebook","Planning trip to NZ"
3186916,136,"None of these","Planning trip to NZ"
3186245,102,"None of these","Planning trip to NZ"
3186681,111,"None of these","Planning trip to NZ"
3186685,155,"Kaixin or RenRen","Planning trip to NZ"
3186924,121,"None of these","Planning trip to NZ"
3186249,101,"Facebook","Planning trip to NZ"
3186864,132,"None of these","Planning trip to NZ"
3186868,131,"Twitter","Planning trip to NZ"
3187157,101,"None of these","Planning trip to NZ"
3186241,104,"Facebook","Planning trip to NZ"
3186908,133,"None of these","Planning trip to NZ"
3187165,138,"None of these","Planning trip to NZ"
3186852,127,"Facebook","During trip to NZ"
3186864,134,"Facebook","After trip to NZ"
3187149,129,"Mixi","After trip to NZ"
3186233,122,"Facebook","During trip to NZ"
3187157,102,"Facebook","During trip to NZ"
3186241,105,"Facebook","During trip to NZ"
3186900,137,"Twitter","Planning trip to NZ"
3187173,129,"None of these","Planning trip to NZ"
3186681,112,"None of these","During trip to NZ"
3187165,141,"Facebook","After trip to NZ"
3186685,156,"Kaixin or RenRen","During trip to NZ"
3186661,168,"Facebook","After trip to NZ"
3186245,103,"None of these","During trip to NZ"
3186916,138,"Facebook","After trip to NZ"
3186249,102,"Facebook","During trip to NZ"
3186685,157,"Weibu","During trip to NZ"
3187165,139,"Facebook","During trip to NZ"
3186685,159,"Weibu","After trip to NZ"
3187175,145,"Facebook","After trip to NZ"
3186245,104,"None of these","After trip to NZ"
3187165,140,"Twitter","During trip to NZ"
3186289,110,"None of these","During trip to NZ"
3186685,158,"Kaixin or RenRen","After trip to NZ"
3187192,137,"None of these","During trip to NZ"
3186916,137,"None of these","During trip to NZ"
3186924,122,"None of these","During trip to NZ"
3187173,130,"None of these","During trip to NZ"
3186681,113,"None of these","After trip to NZ"
3186293,106,"Facebook","Planning trip to NZ"
3187173,131,"None of these","After trip to NZ"
3186249,103,"Facebook","After trip to NZ"
3186924,123,"None of these","After trip to NZ"
3186928,140,"None of these","Planning trip to NZ"
3186928,141,"None of these","During trip to NZ"
3186289,111,"None of these","After trip to NZ"
3187175,144,"Facebook","During trip to NZ"
3187175,143,"None of these","Planning trip to NZ"
3186289,109,"None of these","Planning trip to NZ"
3186928,143,"Twitter","After trip to NZ"
3187192,138,"Facebook","After trip to NZ"
3186689,144,"None of these","Planning trip to NZ"
3186689,145,"None of these","During trip to NZ"
3186940,131,"Facebook","Planning trip to NZ"
3187192,136,"Facebook","Planning trip to NZ"
3187202,116,"None of these","During trip to NZ"
3187218,119,"None of these","Planning trip to NZ"
3186721,104,"None of these","After trip to NZ"
3186928,142,"Facebook","After trip to NZ"
3186689,146,"None of these","After trip to NZ"
3187202,115,"None of these","Planning trip to NZ"
3186932,151,"None of these","After trip to NZ"
3186944,136,"Facebook","Planning trip to NZ"
3186737,118,"None of these","Planning trip to NZ"
3186749,122,"None of these","Planning trip to NZ"
3187223,127,"None of these","Planning trip to NZ"
3186932,149,"None of these","Planning trip to NZ"
3186940,133,"None of these","After trip to NZ"
3187202,117,"None of these","After trip to NZ"
3186721,103,"None of these","During trip to NZ"
3186940,132,"Facebook","During trip to NZ"
3186299,146,"None of these","Planning trip to NZ"
3186293,107,"Facebook","During trip to NZ"
3186737,120,"Facebook","After trip to NZ"
3186749,124,"None of these","After trip to NZ"
3186319,143,"None of these","Planning trip to NZ"
3186932,150,"None of these","During trip to NZ"
3186737,119,"Facebook","During trip to NZ"
3186299,147,"Facebook","During trip to NZ"
3186721,102,"None of these","Planning trip to NZ"
3186944,137,"None of these","During trip to NZ"
3187218,121,"Mixi","After trip to NZ"
3186293,108,"Facebook","After trip to NZ"
3186307,117,"None of these","Planning trip to NZ"
3186749,123,"None of these","During trip to NZ"
3186307,119,"None of these","After trip to NZ"
3187218,120,"None of these","During trip to NZ"
3186956,148,"Facebook","Planning trip to NZ"
3187223,129,"Mixi","After trip to NZ"
3186319,145,"None of these","After trip to NZ"
3186327,118,"None of these","After trip to NZ"
3186327,116,"None of these","Planning trip to NZ"
3186331,128,"None of these","Planning trip to NZ"
3187228,134,"None of these","Planning trip to NZ"
3186944,138,"Facebook","After trip to NZ"
3186299,148,"None of these","After trip to NZ"
3186757,131,"Facebook","Planning trip to NZ"
3187223,128,"Facebook","During trip to NZ"
3186307,118,"None of these","During trip to NZ"
3186319,144,"None of these","During trip to NZ"
3186327,117,"None of these","During trip to NZ"
3186331,130,"None of these","After trip to NZ"
3186960,131,"None of these","During trip to NZ"
3186956,150,"None of these","After trip to NZ"
3186331,129,"None of these","During trip to NZ"
