"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3189920,123,"Maori activities experienced","Not very exciting/boring"
3189900,126,"Maori activities experienced","Well organised"
3189920,122,"Maori activities experienced","Learnt about a new culture"
3189956,112,"Maori activities experienced","Learnt about a new culture"
3189956,115,"Maori activities experienced","Good quality/standard"
3189972,102,"Food & beverage outlets","Not as good as you get overseas"
3189992,92,"Maori activities experienced","Informative"
3188321,90,"Activities experienced","Too expensive"
3188321,92,"Customer service","Staff didn't care"
3188333,90,"Commercial transport","Inconvenient public transportation"
3191309,93,"Commercial transport","No reason"
3188321,91,"Activities experienced","Poor service"
3188333,92,"Customer service","Staff didn't care"
3188309,142,"Maori activities experienced","Entertaining"
3191305,118,"Maori activities experienced","Good quality/standard"
3189956,116,"Maori activities experienced","Good staff"
3189980,98,"Customer service","No reason"
3189972,103,"Food & beverage outlets","Alcohol too expensive"
3189992,93,"Maori activities experienced","Entertaining"
3191305,120,"Customer service","No reason"
3188333,91,"Customer service","Staff not friendly"
3188309,141,"Maori activities experienced","Informative"
3188309,144,"Maori activities experienced","Good staff"
3188337,87,"Accommodation","Poor customer service"
3188341,119,"Activities experienced","Too expensive"
3191305,119,"Maori activities experienced","Good staff"
3188337,86,"Accommodation","Too expensive"
3188337,89,"Customer service","Another reason"
3191309,95,"NZ environment","Weather"
3188337,88,"Accommodation","No free internet"
3191313,91,"Maori activities experienced","Good staff"
3191321,96,"Food & beverage outlets","Too expensive"
3191305,117,"Maori activities experienced","Entertaining"
3188309,143,"Maori activities experienced","Good quality/standard"
3191309,94,"Maori activities experienced","Entertaining"
3191313,90,"Food & beverage outlets","Too expensive"
3191313,92,"Maori activities experienced","Well organised"
3188341,120,"NZ environment","More effort to preserve natural environment requir"
3188353,86,"i-Sites","Shut too early/short opening hours"
3191321,97,"Food & beverage outlets","Alcohol too expensive"
3191321,100,"NZ environment","No reason"
3191325,112,"Food & beverage outlets","Not as good as you get overseas"
3191325,115,"Maori activities experienced","Good quality/standard"
3191321,99,"Maori activities experienced","Entertaining"
3191325,111,"Food & beverage outlets","Limited choices"
3191325,113,"Activities experienced","Did not live up to expectations"
3191325,110,"Food & beverage outlets","Too expensive"
3188357,128,"Maori activities experienced","Learnt about a new culture"
3191321,98,"Activities experienced","No reason"
3191325,114,"Maori activities experienced","Entertaining"
3189992,95,"Maori activities experienced","Good staff"
3190032,186,"Activities experienced","No reason"
3190000,96,"Maori activities experienced","Did not live up to expectations"
3190068,99,"Maori activities experienced","Learnt about a new culture"
3190000,95,"Maori activities experienced","Informative"
3189992,96,"Maori activities experienced","Well organised"
3190068,101,"Maori activities experienced","Entertaining"
3190000,94,"Maori activities experienced","Learnt about a new culture"
3190032,187,"i-Sites","No reason"
3190068,100,"Maori activities experienced","Informative"
3190124,99,"Commercial transport","Inconvenient public transportation"
3190068,102,"Maori activities experienced","Good quality/standard"
3190100,90,"Commercial transport","No reason"
3190092,104,"NZ environment","Urban sprawl"
3190084,89,"Maori activities experienced","Learnt about a new culture"
3190092,103,"NZ environment","Weather"
3190100,89,"Accommodation","No free internet"
3190124,100,"Maori activities experienced","Entertaining"
3190068,103,"Maori activities experienced","Good staff"
3190084,90,"Maori activities experienced","Entertaining"
3190124,101,"Maori activities experienced","Good quality/standard"
3190124,104,"Maori activities experienced","Another good aspect"
3190140,97,"Commercial transport","Not sure"
3190168,118,"Maori activities experienced","Entertaining"
3190168,121,"Maori activities experienced","Did not live up to expectations"
3190180,77,"Activities experienced","Too expensive"
3190124,103,"Maori activities experienced","Another reason"
3190168,117,"Maori activities experienced","Learnt about a new culture"
3190168,120,"Maori activities experienced","Good staff"
3190092,102,"i-Sites","No reason"
3190124,102,"Maori activities experienced","Well organised"
3190168,119,"Maori activities experienced","Good quality/standard"
3190180,78,"Activities experienced","Did not live up to expectations"
3190140,98,"i-Sites","Not sure"
3190176,107,"Food & beverage outlets","Limited choices"
3190192,123,"Commercial transport","Another reason"
3190204,111,"Accommodation","Another reason"
3190260,132,"Maori activities experienced","Informative"
3190204,113,"Food & beverage outlets","Supermarkets lack of variety"
3190260,131,"Maori activities experienced","Learnt about a new culture"
3190176,108,"Food & beverage outlets","Another reason"
3190204,112,"Food & beverage outlets","Alcohol too expensive"
3190260,134,"Maori activities experienced","Good quality/standard"
3190260,133,"Maori activities experienced","Entertaining"
3190260,136,"Maori activities experienced","Well organised"
3190292,88,"NZ environment","Dull cities"
3190304,121,"Accommodation","No reason"
3190260,135,"Maori activities experienced","Good staff"
3190332,89,"Activities experienced","Not very exciting/boring"
3190296,92,"NZ environment","Another reason"
3190260,137,"Maori activities experienced","Another good aspect"
3190296,91,"NZ environment","Dull cities"
3190304,122,"Food & beverage outlets","Not as good as you get overseas"
3190308,153,"Commercial transport","No reason"
3190332,87,"Accommodation","No free internet"
3190348,122,"Accommodation","No free internet"
3190292,87,"i-Sites","No reason"
3190308,152,"Food & beverage outlets","Supermarkets lack of variety"
3190308,151,"Food & beverage outlets","Limited choices"
3190348,121,"Accommodation","Poor/old facilities"
3190348,124,"Accommodation","Poor value for money"
3190308,150,"Food & beverage outlets","Too expensive"
3190332,88,"Accommodation","Poor value for money"
3190348,123,"Accommodation","Generally poor standard"
3190352,113,"Customer service","Slow"
3190352,112,"Customer service","Staff didn't care"
3190376,88,"Food & beverage outlets","Too expensive"
3190352,111,"Food & beverage outlets","Another reason"
3190424,94,"Customer service","Staff not friendly"
3190432,80,"Customer service","No reason"
3190356,87,"Food & beverage outlets","Not as good as you get overseas"
3190376,90,"Maori activities experienced","Learnt about a new culture"
3190416,82,"Customer service","Staff not knowledgeable"
3190432,79,"Activities experienced","No reason"
3190356,86,"Food & beverage outlets","Too expensive"
3190360,137,"Maori activities experienced","No reason"
3190376,89,"Food & beverage outlets","Limited choices"
3190376,92,"Maori activities experienced","Good quality/standard"
3190416,81,"Customer service","Staff not friendly"
3190416,83,"NZ environment","Another reason"
3190424,91,"Maori activities experienced","Did not live up to expectations"
3190476,100,"Activities experienced","Have to cancel the activity due to weather/road  c"
3190484,121,"Customer service","Staff not friendly"
3190548,86,"Customer service","Another reason"
3190376,93,"Maori activities experienced","Good staff"
3190424,93,"Maori activities experienced","Another good aspect"
3190440,113,"Maori activities experienced","Well organised"
3190464,108,"Maori activities experienced","Learnt about a new culture"
3190476,99,"Activities experienced","Too expensive"
3190440,112,"Maori activities experienced","Informative"
3190376,91,"Maori activities experienced","Informative"
3190424,95,"Customer service","Staff didn't care"
3190424,92,"Maori activities experienced","Not very informative"
3190484,118,"Commercial transport","Poor customer service"
3190464,109,"Maori activities experienced","Informative"
3190496,132,"Maori activities experienced","Informative"
3190508,107,"Accommodation","Not sure"
3190484,120,"Commercial transport","The transport was delayed"
3190464,111,"Maori activities experienced","Good quality/standard"
3190516,92,"Food & beverage outlets","Not as good as you get overseas"
3190564,92,"Activities experienced","Did not live up to expectations"
3190516,91,"Food & beverage outlets","Limited choices"
3190564,91,"Activities experienced","Hard to find/need better signage"
3190568,84,"Commercial transport","No reason"
3190440,111,"Maori activities experienced","Learnt about a new culture"
3190508,108,"Customer service","Another reason"
3190572,88,"Commercial transport","The transport was delayed"
3190552,98,"Maori activities experienced","Learnt about a new culture"
3190552,102,"Maori activities experienced","Well organised"
3190564,90,"Accommodation","No free internet"
3190572,91,"Maori activities experienced","Good staff"
3190552,101,"Maori activities experienced","Good staff"
3190592,119,"Activities experienced","Did not live up to expectations"
3190552,100,"Maori activities experienced","Entertaining"
3190572,90,"Maori activities experienced","Informative"
3190592,118,"Activities experienced","Too expensive"
3190620,119,"Commercial transport","No reason"
3190484,119,"Commercial transport","Inconvenient public transportation"
3190516,93,"Commercial transport","Rental car/company did not meet expectations"
3190464,110,"Maori activities experienced","Entertaining"
