"SurveyResponseID","AnswerNumber","TechnologyType"
3472655,101,"Your own laptop or iPad/tablet"
3472657,128,"Your own laptop or iPad/tablet"
3472659,110,"Smart phone"
3472659,111,"Wi-fi internet locations"
3472661,139,"Smart phone"
3472662,107,"Smart phone"
3472662,108,"Your own laptop or iPad/tablet"
3472667,138,"None of these"
3472668,133,"Wi-fi internet locations"
3472668,134,"Your own laptop or iPad/tablet"
3472669,126,"Wi-fi internet locations"
3472669,127,"Your own laptop or iPad/tablet"
3472670,129,"Wi-fi internet locations"
3472672,97,"Smart phone"
3472672,98,"Wi-fi internet locations"
3472672,99,"Your own laptop or iPad/tablet"
3472687,125,"Internet cafes"
3472687,126,"Wi-fi internet locations"
3472692,123,"Smart phone"
3472692,124,"Wi-fi internet locations"
3472692,125,"Other types of technology"
3472693,105,"Wi-fi internet locations"
3472694,111,"None of these"
3472696,92,"Smart phone"
3472698,104,"Your own laptop or iPad/tablet"
3472699,107,"None of these"
3472704,100,"Smart phone"
3472704,101,"Wi-fi internet locations"
3472705,122,"Smart phone"
3472705,123,"Wi-fi internet locations"
3472705,124,"Your own laptop or iPad/tablet"
3472706,125,"Smart phone"
3472706,126,"Wi-fi internet locations"
3472714,106,"None of these"
3472717,99,"Smart phone"
3472718,106,"Wi-fi internet locations"
3472718,107,"Your own laptop or iPad/tablet"
3472719,119,"Smart phone"
3472719,120,"Your own laptop or iPad/tablet"
3472722,94,"None of these"
3472723,111,"Smart phone"
3472723,112,"Wi-fi internet locations"
3472729,98,"Smart phone"
3472729,99,"Your own laptop or iPad/tablet"
3472732,116,"Smart phone"
3472732,117,"Wi-fi internet locations"
3472732,118,"Your own laptop or iPad/tablet"
3472742,153,"Internet cafes"
3472742,154,"Wi-fi internet locations"
3472742,155,"Your own laptop or iPad/tablet"
3472745,108,"Your own laptop or iPad/tablet"
3472746,107,"Wi-fi internet locations"
3472746,108,"Your own laptop or iPad/tablet"
3472747,113,"Smart phone"
3472747,114,"Your own laptop or iPad/tablet"
3472748,95,"Smart phone"
3472748,96,"Your own laptop or iPad/tablet"
3472755,97,"Smart phone"
3472755,98,"Wi-fi internet locations"
3472755,99,"Your own laptop or iPad/tablet"
3472889,140,"Smart phone"
3472889,141,"Internet cafes"
3472864,92,"Wi-fi internet locations"
3472866,101,"Smart phone"
3472868,128,"Wi-fi internet locations"
3472869,136,"Wi-fi internet locations"
3472869,137,"Your own laptop or iPad/tablet"
3472872,143,"Internet cafes"
3472872,144,"Wi-fi internet locations"
3472872,145,"Your own laptop or iPad/tablet"
3472873,166,"Smart phone"
3472873,167,"Wi-fi internet locations"
3472878,94,"None of these"
3472879,130,"Other types of technology"
3472880,133,"Wi-fi internet locations"
3472880,134,"Your own laptop or iPad/tablet"
3472882,93,"Smart phone"
3472882,94,"Wi-fi internet locations"
3472882,95,"Your own laptop or iPad/tablet"
3472883,120,"Smart phone"
3472883,121,"Wi-fi internet locations"
3472883,122,"Your own laptop or iPad/tablet"
3472885,90,"Smart phone"
3472885,91,"Wi-fi internet locations"
3472886,96,"Smart phone"
3472887,144,"Smart phone"
3472887,145,"Internet cafes"
3472887,146,"Wi-fi internet locations"
3472887,147,"Your own laptop or iPad/tablet"
3472888,121,"Internet cafes"
3472890,107,"Smart phone"
3472891,102,"None of these"
3472765,98,"Your own laptop or iPad/tablet"
3472766,93,"Wi-fi internet locations"
3472769,98,"Smart phone"
3472772,107,"None of these"
3472778,129,"Smart phone"
3472781,122,"None of these"
3472784,138,"Smart phone"
3472784,139,"Wi-fi internet locations"
3472785,121,"Wi-fi internet locations"
3472786,117,"Smart phone"
3472786,118,"Wi-fi internet locations"
3472788,121,"None of these"
3472789,131,"Smart phone"
3472789,132,"Your own laptop or iPad/tablet"
3472790,120,"Smart phone"
3472790,121,"Wi-fi internet locations"
3472791,122,"Smart phone"
3472791,123,"Your own laptop or iPad/tablet"
3472796,105,"Smart phone"
3472796,106,"Wi-fi internet locations"
3472802,97,"Smart phone"
3472802,98,"Wi-fi internet locations"
3472803,92,"Smart phone"
3472803,93,"Wi-fi internet locations"
3472803,94,"Your own laptop or iPad/tablet"
3472804,99,"Smart phone"
3472805,115,"None of these"
3472806,100,"Smart phone"
3472807,101,"Internet cafes"
3472807,102,"Wi-fi internet locations"
3472807,103,"Your own laptop or iPad/tablet"
3472810,101,"Smart phone"
3472812,102,"Smart phone"
3472812,103,"Wi-fi internet locations"
3472816,97,"Smart phone"
3472816,98,"Wi-fi internet locations"
3472817,99,"Smart phone"
3472818,105,"Your own laptop or iPad/tablet"
3472821,118,"Smart phone"
3472821,119,"Your own laptop or iPad/tablet"
3472823,110,"Smart phone"
3472823,111,"Wi-fi internet locations"
3472825,100,"Smart phone"
3472831,116,"None of these"
3472832,119,"Your own laptop or iPad/tablet"
3472832,120,"Gaming console with Wi-fi capacity"
3472836,118,"Smart phone"
3472840,91,"Smart phone"
3472840,92,"Wi-fi internet locations"
3472842,117,"Smart phone"
3472842,118,"Wi-fi internet locations"
3472850,119,"Internet cafes"
3472850,120,"Wi-fi internet locations"
3472850,121,"Your own laptop or iPad/tablet"
3472851,126,"Smart phone"
3472851,127,"Wi-fi internet locations"
3472851,128,"Your own laptop or iPad/tablet"
3472852,100,"None of these"
3472858,126,"Wi-fi internet locations"
3472860,114,"Smart phone"
3472860,115,"Wi-fi internet locations"
3472899,124,"Your own laptop or iPad/tablet"
3472902,120,"Smart phone"
3472902,121,"Your own laptop or iPad/tablet"
3472903,111,"Smart phone"
3472903,112,"Your own laptop or iPad/tablet"
3472907,118,"Smart phone"
3472907,119,"Wi-fi internet locations"
3472908,114,"Smart phone"
3472908,115,"Internet cafes"
3472908,116,"Wi-fi internet locations"
3472911,112,"Wi-fi internet locations"
3472911,113,"Your own laptop or iPad/tablet"
3472911,114,"Gaming console with Wi-fi capacity"
3472911,115,"Other types of technology"
3472913,100,"Smart phone"
3472913,101,"Wi-fi internet locations"
3472914,103,"None of these"
3472915,121,"None of these"
3472917,97,"None of these"
3472918,121,"Smart phone"
3472918,122,"Wi-fi internet locations"
3472919,117,"Smart phone"
3472919,118,"Wi-fi internet locations"
3472920,127,"Smart phone"
3472920,128,"Wi-fi internet locations"
3472925,121,"Internet cafes"
3472925,122,"Wi-fi internet locations"
3472925,123,"Your own laptop or iPad/tablet"
3472926,100,"Smart phone"
3472926,101,"Wi-fi internet locations"
3472926,102,"Your own laptop or iPad/tablet"
3472930,94,"Your own laptop or iPad/tablet"
3472933,102,"Smart phone"
3472933,103,"Wi-fi internet locations"
3472934,108,"Other types of technology"
3472936,104,"Smart phone"
3472936,105,"Wi-fi internet locations"
3472936,106,"Your own laptop or iPad/tablet"
3472939,109,"Smart phone"
3472939,110,"Wi-fi internet locations"
3472945,92,"Smart phone"
3472945,93,"Your own laptop or iPad/tablet"
3472948,96,"Smart phone"
3472948,97,"Your own laptop or iPad/tablet"
3472953,135,"Wi-fi internet locations"
3472954,108,"Smart phone"
3472954,109,"Wi-fi internet locations"
3472954,110,"Your own laptop or iPad/tablet"
3472955,161,"Smart phone"
3472955,162,"Wi-fi internet locations"
3472955,163,"Your own laptop or iPad/tablet"
3472957,134,"Smart phone"
3472957,135,"Wi-fi internet locations"
3472959,115,"Internet cafes"
3472959,116,"Wi-fi internet locations"
3472960,110,"Smart phone"
3472960,111,"Wi-fi internet locations"
3472962,93,"Your own laptop or iPad/tablet"
3472963,92,"None of these"
3472966,103,"Wi-fi internet locations"
3472966,104,"Your own laptop or iPad/tablet"
3472970,103,"Wi-fi internet locations"
3472971,126,"Internet cafes"
3472971,127,"Wi-fi internet locations"
3472972,117,"Wi-fi internet locations"
3472972,118,"Your own laptop or iPad/tablet"
3472973,103,"Smart phone"
3472973,104,"Your own laptop or iPad/tablet"
3472974,116,"Smart phone"
3472974,117,"Wi-fi internet locations"
3472974,118,"Your own laptop or iPad/tablet"
3472974,119,"Gaming console with Wi-fi capacity"
3472976,126,"Smart phone"
3472976,127,"Wi-fi internet locations"
3472976,128,"Your own laptop or iPad/tablet"
3472977,118,"Wi-fi internet locations"
3472979,105,"Wi-fi internet locations"
3472979,106,"Your own laptop or iPad/tablet"
3472983,96,"Smart phone"
3472983,97,"Wi-fi internet locations"
3472985,115,"Wi-fi internet locations"
3472985,116,"Your own laptop or iPad/tablet"
3472989,105,"Smart phone"
3472989,106,"Your own laptop or iPad/tablet"
3472990,135,"Smart phone"
3472990,136,"Wi-fi internet locations"
3472991,118,"Smart phone"
3472991,119,"Wi-fi internet locations"
3472992,107,"Smart phone"
3472992,108,"Wi-fi internet locations"
3472992,109,"Your own laptop or iPad/tablet"
3472993,116,"Smart phone"
3472993,117,"Wi-fi internet locations"
3472996,98,"Smart phone"
3472996,99,"Wi-fi internet locations"
3472996,100,"Your own laptop or iPad/tablet"
3473003,93,"Smart phone"
3473005,118,"Wi-fi internet locations"
3473005,119,"Gaming console with Wi-fi capacity"
3473007,94,"Smart phone"
3473007,95,"Wi-fi internet locations"
3473007,96,"Your own laptop or iPad/tablet"
3473009,100,"Smart phone"
3473009,101,"Internet cafes"
3473009,102,"Wi-fi internet locations"
3473009,103,"Your own laptop or iPad/tablet"
3473009,104,"Other types of technology"
3473012,96,"Smart phone"
3473012,97,"Wi-fi internet locations"
3473012,98,"Your own laptop or iPad/tablet"
3473015,119,"Wi-fi internet locations"
3473015,120,"Your own laptop or iPad/tablet"
3473016,131,"Internet cafes"
3473016,132,"Wi-fi internet locations"
3473016,133,"Your own laptop or iPad/tablet"
3473017,125,"Smart phone"
3473017,126,"Wi-fi internet locations"
3473019,122,"Your own laptop or iPad/tablet"
3473020,118,"Your own laptop or iPad/tablet"
3473021,115,"Smart phone"
3473021,116,"Internet cafes"
3473021,117,"Wi-fi internet locations"
3473023,100,"Smart phone"
3473023,101,"Wi-fi internet locations"
3473023,102,"Your own laptop or iPad/tablet"
3473026,117,"Internet cafes"
3473026,118,"Wi-fi internet locations"
3473026,119,"Your own laptop or iPad/tablet"
3473028,105,"Smart phone"
3473028,106,"Wi-fi internet locations"
3473031,96,"Smart phone"
3473031,97,"Internet cafes"
3473031,98,"Wi-fi internet locations"
3473031,99,"Your own laptop or iPad/tablet"
3473035,100,"Smart phone"
3473035,101,"Wi-fi internet locations"
3473037,96,"Smart phone"
3473037,97,"Wi-fi internet locations"
3473037,98,"Your own laptop or iPad/tablet"
3473038,110,"Your own laptop or iPad/tablet"
3473041,115,"Smart phone"
3473041,116,"Wi-fi internet locations"
3473041,117,"Your own laptop or iPad/tablet"
3473162,102,"Smart phone"
3473164,115,"Smart phone"
3473164,116,"Wi-fi internet locations"
3473165,95,"Smart phone"
3473165,96,"Wi-fi internet locations"
3473044,139,"Smart phone"
3473044,140,"Wi-fi internet locations"
3473044,141,"Other types of technology"
3473046,115,"Smart phone"
3473046,116,"Internet cafes"
3473046,117,"Wi-fi internet locations"
3473047,117,"Smart phone"
3473047,118,"Wi-fi internet locations"
3473048,103,"Smart phone"
3473048,104,"Wi-fi internet locations"
3473056,102,"Smart phone"
3473056,103,"Wi-fi internet locations"
3473057,95,"Smart phone"
3473057,96,"Wi-fi internet locations"
3473058,91,"Wi-fi internet locations"
3473058,92,"Your own laptop or iPad/tablet"
3473060,92,"Smart phone"
3473063,116,"Smart phone"
3473063,117,"Wi-fi internet locations"
3473064,120,"Wi-fi internet locations"
3473065,123,"Wi-fi internet locations"
3473068,119,"Smart phone"
3473070,115,"Smart phone"
3473070,116,"Wi-fi internet locations"
3473070,117,"Your own laptop or iPad/tablet"
3473071,116,"None of these"
3473072,113,"Wi-fi internet locations"
3473072,114,"Your own laptop or iPad/tablet"
3473073,92,"Smart phone"
3473073,93,"Wi-fi internet locations"
3473073,94,"Your own laptop or iPad/tablet"
3473075,94,"Smart phone"
3473077,126,"Your own laptop or iPad/tablet"
3473081,119,"Wi-fi internet locations"
3473085,92,"Your own laptop or iPad/tablet"
3473090,125,"None of these"
3473102,92,"Smart phone"
3473102,93,"Wi-fi internet locations"
3473102,94,"Your own laptop or iPad/tablet"
3473104,112,"Smart phone"
3473106,122,"Wi-fi internet locations"
3473108,94,"Smart phone"
3473109,94,"Smart phone"
3473112,127,"None of these"
3473113,125,"Your own laptop or iPad/tablet"
3473114,93,"Smart phone"
3473114,94,"Wi-fi internet locations"
3473114,95,"Your own laptop or iPad/tablet"
3473116,113,"Wi-fi internet locations"
3473116,114,"Your own laptop or iPad/tablet"
3473118,128,"Your own laptop or iPad/tablet"
3473121,122,"Your own laptop or iPad/tablet"
3473122,123,"Smart phone"
3473122,124,"Wi-fi internet locations"
3473122,125,"Your own laptop or iPad/tablet"
3473127,121,"Wi-fi internet locations"
3473130,115,"Smart phone"
3473130,116,"Wi-fi internet locations"
3473131,116,"Smart phone"
3473131,117,"Wi-fi internet locations"
3473132,94,"Smart phone"
3473132,95,"Your own laptop or iPad/tablet"
3473135,105,"Smart phone"
3473135,106,"Wi-fi internet locations"
3473138,113,"Wi-fi internet locations"
3473138,114,"Your own laptop or iPad/tablet"
3473139,116,"Wi-fi internet locations"
3473139,117,"Other types of technology"
3473140,94,"Smart phone"
3473140,95,"Your own laptop or iPad/tablet"
3473141,96,"Smart phone"
3473141,97,"Wi-fi internet locations"
3473141,98,"Your own laptop or iPad/tablet"
3473142,100,"Smart phone"
3473142,101,"Wi-fi internet locations"
3473143,120,"Smart phone"
3473143,121,"Your own laptop or iPad/tablet"
3473144,96,"Your own laptop or iPad/tablet"
3495896,104,"Smart phone"
3495896,105,"Wi-fi internet locations"
3495896,106,"Your own laptop or iPad/tablet"
3495896,107,"Other types of technology"
3495897,91,"None of these"
3495902,96,"Wi-fi internet locations"
3495902,97,"Your own laptop or iPad/tablet"
3495903,103,"Smart phone"
3495903,104,"Wi-fi internet locations"
3495904,126,"Wi-fi internet locations"
3473147,98,"Smart phone"
3473147,99,"Wi-fi internet locations"
3473147,100,"Your own laptop or iPad/tablet"
3473148,123,"Internet cafes"
3473148,124,"Wi-fi internet locations"
3473150,131,"Your own laptop or iPad/tablet"
3473151,123,"Wi-fi internet locations"
3473151,124,"Your own laptop or iPad/tablet"
3473156,104,"Wi-fi internet locations"
3473166,110,"Your own laptop or iPad/tablet"
3473167,100,"Smart phone"
3473167,101,"Wi-fi internet locations"
3473171,136,"Your own laptop or iPad/tablet"
3473172,125,"Your own laptop or iPad/tablet"
3473174,117,"Internet cafes"
3473174,118,"Wi-fi internet locations"
3473178,96,"Smart phone"
3473178,97,"Internet cafes"
3473178,98,"Wi-fi internet locations"
3473178,99,"Your own laptop or iPad/tablet"
3473180,108,"Smart phone"
3473186,120,"Smart phone"
3473186,121,"Wi-fi internet locations"
3473192,114,"Internet cafes"
3473192,115,"Your own laptop or iPad/tablet"
3473194,130,"Smart phone"
3473197,110,"None of these"
3473198,93,"Smart phone"
3473198,94,"Wi-fi internet locations"
3473198,95,"Your own laptop or iPad/tablet"
3473199,116,"Smart phone"
3473202,94,"Smart phone"
3473202,95,"Wi-fi internet locations"
3473202,96,"Your own laptop or iPad/tablet"
3473203,99,"Smart phone"
3473205,104,"Other types of technology"
3473210,137,"Smart phone"
3473210,138,"Wi-fi internet locations"
3473212,97,"None of these"
3473213,132,"Wi-fi internet locations"
3473213,133,"Your own laptop or iPad/tablet"
3473215,108,"Smart phone"
3473215,109,"Wi-fi internet locations"
3473215,110,"Your own laptop or iPad/tablet"
3473217,114,"Wi-fi internet locations"
3473217,115,"Gaming console with Wi-fi capacity"
3473219,113,"Smart phone"
3473219,114,"Wi-fi internet locations"
3473219,115,"Your own laptop or iPad/tablet"
3473220,103,"Smart phone"
3473223,126,"Internet cafes"
3473223,127,"Wi-fi internet locations"
3473223,128,"Your own laptop or iPad/tablet"
3473226,139,"Wi-fi internet locations"
3473226,140,"Your own laptop or iPad/tablet"
3473244,122,"Wi-fi internet locations"
3495886,176,"Smart phone"
3495886,177,"Wi-fi internet locations"
3495886,178,"Your own laptop or iPad/tablet"
3495887,116,"Smart phone"
3495887,117,"Your own laptop or iPad/tablet"
3495893,104,"Smart phone"
3495893,105,"Wi-fi internet locations"
3495893,106,"Your own laptop or iPad/tablet"
3496035,188,"Smart phone"
3496035,189,"Wi-fi internet locations"
