"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3524879,108,"i-SITE Visitor Information Centre(s)"
3524882,132,"i-SITE Visitor Information Centre(s)"
3524885,165,"i-SITE Visitor Information Centre(s)"
3524887,154,"i-SITE Visitor Information Centre(s)"
3524889,143,"i-SITE Visitor Information Centre(s)"
3184743,126,"i-SITE Visitor Information Centre(s)"
3184747,121,"i-SITE Visitor Information Centre(s)"
3184748,115,"i-SITE Visitor Information Centre(s)"
3184750,138,"i-SITE Visitor Information Centre(s)"
3184751,106,"i-SITE Visitor Information Centre(s)"
3184766,114,"i-SITE Visitor Information Centre(s)"
3184792,123,"i-SITE Visitor Information Centre(s)"
3184794,126,"i-SITE Visitor Information Centre(s)"
3184795,130,"i-SITE Visitor Information Centre(s)"
3184796,108,"i-SITE Visitor Information Centre(s)"
3184800,139,"i-SITE Visitor Information Centre(s)"
3184802,108,"i-SITE Visitor Information Centre(s)"
3184809,112,"i-SITE Visitor Information Centre(s)"
3184813,120,"i-SITE Visitor Information Centre(s)"
3184820,101,"i-SITE Visitor Information Centre(s)"
3184830,114,"i-SITE Visitor Information Centre(s)"
3184835,113,"i-SITE Visitor Information Centre(s)"
3184850,107,"i-SITE Visitor Information Centre(s)"
3184868,128,"i-SITE Visitor Information Centre(s)"
3184873,116,"i-SITE Visitor Information Centre(s)"
3184875,128,"i-SITE Visitor Information Centre(s)"
3184877,103,"i-SITE Visitor Information Centre(s)"
3184880,113,"i-SITE Visitor Information Centre(s)"
3184882,127,"i-SITE Visitor Information Centre(s)"
3184884,98,"i-SITE Visitor Information Centre(s)"
3184885,127,"i-SITE Visitor Information Centre(s)"
3184889,113,"i-SITE Visitor Information Centre(s)"
3184907,126,"i-SITE Visitor Information Centre(s)"
3184911,115,"i-SITE Visitor Information Centre(s)"
3184916,128,"i-SITE Visitor Information Centre(s)"
3184919,139,"i-SITE Visitor Information Centre(s)"
3184934,114,"i-SITE Visitor Information Centre(s)"
3184938,107,"i-SITE Visitor Information Centre(s)"
3184937,113,"i-SITE Visitor Information Centre(s)"
3184939,117,"i-SITE Visitor Information Centre(s)"
3184956,120,"i-SITE Visitor Information Centre(s)"
3184962,123,"i-SITE Visitor Information Centre(s)"
3184966,126,"i-SITE Visitor Information Centre(s)"
3184986,135,"i-SITE Visitor Information Centre(s)"
3184982,134,"i-SITE Visitor Information Centre(s)"
3184990,115,"i-SITE Visitor Information Centre(s)"
3185003,114,"i-SITE Visitor Information Centre(s)"
3185013,137,"i-SITE Visitor Information Centre(s)"
3185018,112,"i-SITE Visitor Information Centre(s)"
3185022,126,"i-SITE Visitor Information Centre(s)"
3185030,109,"i-SITE Visitor Information Centre(s)"
3185035,114,"i-SITE Visitor Information Centre(s)"
3185045,111,"i-SITE Visitor Information Centre(s)"
3185054,108,"i-SITE Visitor Information Centre(s)"
3185063,121,"i-SITE Visitor Information Centre(s)"
3185064,115,"i-SITE Visitor Information Centre(s)"
3185067,106,"i-SITE Visitor Information Centre(s)"
3185072,122,"i-SITE Visitor Information Centre(s)"
3185073,131,"i-SITE Visitor Information Centre(s)"
3185078,100,"i-SITE Visitor Information Centre(s)"
3185077,120,"i-SITE Visitor Information Centre(s)"
3185087,132,"i-SITE Visitor Information Centre(s)"
3185088,115,"i-SITE Visitor Information Centre(s)"
3185089,114,"i-SITE Visitor Information Centre(s)"
3185091,109,"i-SITE Visitor Information Centre(s)"
3185094,116,"i-SITE Visitor Information Centre(s)"
3185107,111,"i-SITE Visitor Information Centre(s)"
3185114,123,"i-SITE Visitor Information Centre(s)"
3185117,124,"i-SITE Visitor Information Centre(s)"
3185119,114,"i-SITE Visitor Information Centre(s)"
3185132,123,"i-SITE Visitor Information Centre(s)"
3185133,97,"i-SITE Visitor Information Centre(s)"
3185139,104,"i-SITE Visitor Information Centre(s)"
3185158,137,"i-SITE Visitor Information Centre(s)"
3185159,140,"i-SITE Visitor Information Centre(s)"
3185170,139,"i-SITE Visitor Information Centre(s)"
3185181,125,"i-SITE Visitor Information Centre(s)"
3185185,131,"i-SITE Visitor Information Centre(s)"
3185190,126,"i-SITE Visitor Information Centre(s)"
3185206,125,"i-SITE Visitor Information Centre(s)"
3185207,116,"i-SITE Visitor Information Centre(s)"
3185209,124,"i-SITE Visitor Information Centre(s)"
3185220,131,"i-SITE Visitor Information Centre(s)"
3185224,117,"i-SITE Visitor Information Centre(s)"
3185226,105,"i-SITE Visitor Information Centre(s)"
3185227,117,"i-SITE Visitor Information Centre(s)"
3185237,114,"i-SITE Visitor Information Centre(s)"
3185245,130,"i-SITE Visitor Information Centre(s)"
3185249,116,"i-SITE Visitor Information Centre(s)"
3185252,118,"i-SITE Visitor Information Centre(s)"
3185268,120,"i-SITE Visitor Information Centre(s)"
3185284,131,"i-SITE Visitor Information Centre(s)"
3185277,120,"i-SITE Visitor Information Centre(s)"
3185297,122,"i-SITE Visitor Information Centre(s)"
3185302,121,"i-SITE Visitor Information Centre(s)"
3185312,109,"i-SITE Visitor Information Centre(s)"
3185317,118,"i-SITE Visitor Information Centre(s)"
3185328,107,"i-SITE Visitor Information Centre(s)"
3185330,104,"i-SITE Visitor Information Centre(s)"
3185337,133,"i-SITE Visitor Information Centre(s)"
3185342,126,"i-SITE Visitor Information Centre(s)"
3185346,119,"i-SITE Visitor Information Centre(s)"
3185347,142,"i-SITE Visitor Information Centre(s)"
3185357,121,"i-SITE Visitor Information Centre(s)"
3185368,112,"i-SITE Visitor Information Centre(s)"
3185378,109,"i-SITE Visitor Information Centre(s)"
3185379,97,"i-SITE Visitor Information Centre(s)"
3185380,132,"i-SITE Visitor Information Centre(s)"
3185384,112,"i-SITE Visitor Information Centre(s)"
3185382,107,"i-SITE Visitor Information Centre(s)"
3185389,99,"i-SITE Visitor Information Centre(s)"
3185395,130,"i-SITE Visitor Information Centre(s)"
3185398,109,"i-SITE Visitor Information Centre(s)"
3185404,111,"i-SITE Visitor Information Centre(s)"
3185410,107,"i-SITE Visitor Information Centre(s)"
3185425,121,"i-SITE Visitor Information Centre(s)"
3185434,140,"i-SITE Visitor Information Centre(s)"
3185438,104,"i-SITE Visitor Information Centre(s)"
3185448,116,"i-SITE Visitor Information Centre(s)"
3185457,112,"i-SITE Visitor Information Centre(s)"
3185459,116,"i-SITE Visitor Information Centre(s)"
3185461,105,"i-SITE Visitor Information Centre(s)"
3185468,98,"i-SITE Visitor Information Centre(s)"
3185474,133,"i-SITE Visitor Information Centre(s)"
3185477,114,"i-SITE Visitor Information Centre(s)"
3185486,135,"i-SITE Visitor Information Centre(s)"
3185492,110,"i-SITE Visitor Information Centre(s)"
3185500,119,"i-SITE Visitor Information Centre(s)"
3185529,112,"i-SITE Visitor Information Centre(s)"
3185532,123,"i-SITE Visitor Information Centre(s)"
3185537,106,"i-SITE Visitor Information Centre(s)"
3185538,117,"i-SITE Visitor Information Centre(s)"
3185541,96,"i-SITE Visitor Information Centre(s)"
3185543,121,"i-SITE Visitor Information Centre(s)"
3185550,116,"i-SITE Visitor Information Centre(s)"
3185553,131,"i-SITE Visitor Information Centre(s)"
3185583,132,"i-SITE Visitor Information Centre(s)"
3185608,111,"i-SITE Visitor Information Centre(s)"
3185617,108,"i-SITE Visitor Information Centre(s)"
3185633,123,"i-SITE Visitor Information Centre(s)"
3185637,126,"i-SITE Visitor Information Centre(s)"
3185643,107,"i-SITE Visitor Information Centre(s)"
3185650,133,"i-SITE Visitor Information Centre(s)"
3185656,110,"i-SITE Visitor Information Centre(s)"
3185664,118,"i-SITE Visitor Information Centre(s)"
3185667,119,"i-SITE Visitor Information Centre(s)"
3185673,120,"i-SITE Visitor Information Centre(s)"
3185674,133,"i-SITE Visitor Information Centre(s)"
3185675,123,"i-SITE Visitor Information Centre(s)"
3185686,120,"i-SITE Visitor Information Centre(s)"
3185691,126,"i-SITE Visitor Information Centre(s)"
3185694,122,"i-SITE Visitor Information Centre(s)"
3185696,104,"i-SITE Visitor Information Centre(s)"
3185697,117,"i-SITE Visitor Information Centre(s)"
3185716,117,"i-SITE Visitor Information Centre(s)"
3185730,115,"i-SITE Visitor Information Centre(s)"
3185732,106,"i-SITE Visitor Information Centre(s)"
3185734,110,"i-SITE Visitor Information Centre(s)"
3185736,122,"i-SITE Visitor Information Centre(s)"
3185746,127,"i-SITE Visitor Information Centre(s)"
3185755,110,"i-SITE Visitor Information Centre(s)"
3185759,120,"i-SITE Visitor Information Centre(s)"
3185770,119,"i-SITE Visitor Information Centre(s)"
3185786,126,"i-SITE Visitor Information Centre(s)"
3185802,111,"i-SITE Visitor Information Centre(s)"
3185806,115,"i-SITE Visitor Information Centre(s)"
3185808,107,"i-SITE Visitor Information Centre(s)"
3185816,119,"i-SITE Visitor Information Centre(s)"
3185823,122,"i-SITE Visitor Information Centre(s)"
3185840,151,"i-SITE Visitor Information Centre(s)"
3185844,116,"i-SITE Visitor Information Centre(s)"
3185845,126,"i-SITE Visitor Information Centre(s)"
3185860,104,"i-SITE Visitor Information Centre(s)"
3185861,121,"i-SITE Visitor Information Centre(s)"
3185865,119,"i-SITE Visitor Information Centre(s)"
3185872,109,"i-SITE Visitor Information Centre(s)"
3185873,120,"i-SITE Visitor Information Centre(s)"
3185878,130,"i-SITE Visitor Information Centre(s)"
3185885,119,"i-SITE Visitor Information Centre(s)"
3185910,129,"i-SITE Visitor Information Centre(s)"
3185920,124,"i-SITE Visitor Information Centre(s)"
3185928,122,"i-SITE Visitor Information Centre(s)"
3185932,125,"i-SITE Visitor Information Centre(s)"
3185937,111,"i-SITE Visitor Information Centre(s)"
3185940,110,"i-SITE Visitor Information Centre(s)"
3185959,117,"i-SITE Visitor Information Centre(s)"
3185982,112,"i-SITE Visitor Information Centre(s)"
3185995,107,"i-SITE Visitor Information Centre(s)"
3186009,125,"i-SITE Visitor Information Centre(s)"
3186024,121,"i-SITE Visitor Information Centre(s)"
3186026,105,"i-SITE Visitor Information Centre(s)"
3186032,121,"i-SITE Visitor Information Centre(s)"
3186038,122,"i-SITE Visitor Information Centre(s)"
3186048,123,"i-SITE Visitor Information Centre(s)"
3186046,117,"i-SITE Visitor Information Centre(s)"
3186053,107,"i-SITE Visitor Information Centre(s)"
3186056,132,"i-SITE Visitor Information Centre(s)"
3186057,130,"i-SITE Visitor Information Centre(s)"
3186066,89,"i-SITE Visitor Information Centre(s)"
3186072,111,"i-SITE Visitor Information Centre(s)"
3186080,116,"i-SITE Visitor Information Centre(s)"
3186087,121,"i-SITE Visitor Information Centre(s)"
3186094,102,"i-SITE Visitor Information Centre(s)"
3186105,102,"i-SITE Visitor Information Centre(s)"
3186116,111,"i-SITE Visitor Information Centre(s)"
3186130,112,"i-SITE Visitor Information Centre(s)"
3186133,111,"i-SITE Visitor Information Centre(s)"
3186134,112,"i-SITE Visitor Information Centre(s)"
3186147,127,"i-SITE Visitor Information Centre(s)"
3186150,120,"i-SITE Visitor Information Centre(s)"
3186162,125,"i-SITE Visitor Information Centre(s)"
3186169,115,"i-SITE Visitor Information Centre(s)"
3186173,114,"i-SITE Visitor Information Centre(s)"
3186176,125,"i-SITE Visitor Information Centre(s)"
3186178,110,"i-SITE Visitor Information Centre(s)"
3186180,117,"i-SITE Visitor Information Centre(s)"
3186187,129,"i-SITE Visitor Information Centre(s)"
3186215,113,"i-SITE Visitor Information Centre(s)"
3186227,97,"i-SITE Visitor Information Centre(s)"
3186233,108,"i-SITE Visitor Information Centre(s)"
3186251,144,"i-SITE Visitor Information Centre(s)"
3186260,115,"i-SITE Visitor Information Centre(s)"
3186278,122,"i-SITE Visitor Information Centre(s)"
3186300,110,"i-SITE Visitor Information Centre(s)"
3186322,148,"i-SITE Visitor Information Centre(s)"
3186325,127,"i-SITE Visitor Information Centre(s)"
3186459,115,"i-SITE Visitor Information Centre(s)"
3186466,149,"i-SITE Visitor Information Centre(s)"
3186469,145,"i-SITE Visitor Information Centre(s)"
3186478,148,"i-SITE Visitor Information Centre(s)"
3186486,107,"i-SITE Visitor Information Centre(s)"
3186517,128,"i-SITE Visitor Information Centre(s)"
3186519,161,"i-SITE Visitor Information Centre(s)"
3186534,115,"i-SITE Visitor Information Centre(s)"
3186540,138,"i-SITE Visitor Information Centre(s)"
3186572,122,"i-SITE Visitor Information Centre(s)"
3186605,116,"i-SITE Visitor Information Centre(s)"
3186622,119,"i-SITE Visitor Information Centre(s)"
3186632,110,"i-SITE Visitor Information Centre(s)"
3186640,121,"i-SITE Visitor Information Centre(s)"
3186647,128,"i-SITE Visitor Information Centre(s)"
3186651,104,"i-SITE Visitor Information Centre(s)"
3186656,154,"i-SITE Visitor Information Centre(s)"
3186661,146,"i-SITE Visitor Information Centre(s)"
3186686,143,"i-SITE Visitor Information Centre(s)"
3186691,136,"i-SITE Visitor Information Centre(s)"
3186724,110,"i-SITE Visitor Information Centre(s)"
3186726,154,"i-SITE Visitor Information Centre(s)"
3186737,106,"i-SITE Visitor Information Centre(s)"
3186749,112,"i-SITE Visitor Information Centre(s)"
3186761,150,"i-SITE Visitor Information Centre(s)"
3186775,140,"i-SITE Visitor Information Centre(s)"
3186812,99,"i-SITE Visitor Information Centre(s)"
3186856,99,"i-SITE Visitor Information Centre(s)"
3186865,118,"i-SITE Visitor Information Centre(s)"
3186866,102,"i-SITE Visitor Information Centre(s)"
3186870,117,"i-SITE Visitor Information Centre(s)"
3186878,97,"i-SITE Visitor Information Centre(s)"
3186879,115,"i-SITE Visitor Information Centre(s)"
3186885,129,"i-SITE Visitor Information Centre(s)"
3186889,139,"i-SITE Visitor Information Centre(s)"
3186898,121,"i-SITE Visitor Information Centre(s)"
3186903,122,"i-SITE Visitor Information Centre(s)"
3186908,124,"i-SITE Visitor Information Centre(s)"
3186916,121,"i-SITE Visitor Information Centre(s)"
3186921,130,"i-SITE Visitor Information Centre(s)"
3186931,122,"i-SITE Visitor Information Centre(s)"
3186953,127,"i-SITE Visitor Information Centre(s)"
3186956,133,"i-SITE Visitor Information Centre(s)"
3186961,106,"i-SITE Visitor Information Centre(s)"
3186973,130,"i-SITE Visitor Information Centre(s)"
3186985,128,"i-SITE Visitor Information Centre(s)"
3187005,134,"i-SITE Visitor Information Centre(s)"
3187022,121,"i-SITE Visitor Information Centre(s)"
3187023,116,"i-SITE Visitor Information Centre(s)"
3187026,121,"i-SITE Visitor Information Centre(s)"
3187029,115,"i-SITE Visitor Information Centre(s)"
3187032,129,"i-SITE Visitor Information Centre(s)"
3187049,121,"i-SITE Visitor Information Centre(s)"
3187077,105,"i-SITE Visitor Information Centre(s)"
3187099,108,"i-SITE Visitor Information Centre(s)"
3187106,124,"i-SITE Visitor Information Centre(s)"
3187107,126,"i-SITE Visitor Information Centre(s)"
3187108,125,"i-SITE Visitor Information Centre(s)"
3187111,113,"i-SITE Visitor Information Centre(s)"
3187112,115,"i-SITE Visitor Information Centre(s)"
3187128,122,"i-SITE Visitor Information Centre(s)"
3187134,127,"i-SITE Visitor Information Centre(s)"
3187135,107,"i-SITE Visitor Information Centre(s)"
3187136,118,"i-SITE Visitor Information Centre(s)"
3187139,109,"i-SITE Visitor Information Centre(s)"
3187141,112,"i-SITE Visitor Information Centre(s)"
3187142,120,"i-SITE Visitor Information Centre(s)"
3187152,132,"i-SITE Visitor Information Centre(s)"
3187156,124,"i-SITE Visitor Information Centre(s)"
3187163,132,"i-SITE Visitor Information Centre(s)"
3187176,110,"i-SITE Visitor Information Centre(s)"
3187193,122,"i-SITE Visitor Information Centre(s)"
3187205,115,"i-SITE Visitor Information Centre(s)"
3187208,118,"i-SITE Visitor Information Centre(s)"
3187211,109,"i-SITE Visitor Information Centre(s)"
3187220,125,"i-SITE Visitor Information Centre(s)"
3187230,125,"i-SITE Visitor Information Centre(s)"
3187248,118,"i-SITE Visitor Information Centre(s)"
3187250,114,"i-SITE Visitor Information Centre(s)"
3187255,110,"i-SITE Visitor Information Centre(s)"
3187257,159,"i-SITE Visitor Information Centre(s)"
3187264,121,"i-SITE Visitor Information Centre(s)"
3187271,113,"i-SITE Visitor Information Centre(s)"
3187269,132,"i-SITE Visitor Information Centre(s)"
3187278,125,"i-SITE Visitor Information Centre(s)"
3187279,102,"i-SITE Visitor Information Centre(s)"
3187283,107,"i-SITE Visitor Information Centre(s)"
3187292,120,"i-SITE Visitor Information Centre(s)"
3187298,105,"i-SITE Visitor Information Centre(s)"
3187302,129,"i-SITE Visitor Information Centre(s)"
3187327,120,"i-SITE Visitor Information Centre(s)"
3187335,110,"i-SITE Visitor Information Centre(s)"
3187342,110,"i-SITE Visitor Information Centre(s)"
3187350,115,"i-SITE Visitor Information Centre(s)"
3187353,109,"i-SITE Visitor Information Centre(s)"
3187355,118,"i-SITE Visitor Information Centre(s)"
3187359,127,"i-SITE Visitor Information Centre(s)"
3187361,103,"i-SITE Visitor Information Centre(s)"
3187369,120,"i-SITE Visitor Information Centre(s)"
3187375,113,"i-SITE Visitor Information Centre(s)"
3187377,124,"i-SITE Visitor Information Centre(s)"
3187396,118,"i-SITE Visitor Information Centre(s)"
3187399,122,"i-SITE Visitor Information Centre(s)"
3187404,129,"i-SITE Visitor Information Centre(s)"
3187410,109,"i-SITE Visitor Information Centre(s)"
3187416,108,"i-SITE Visitor Information Centre(s)"
